"cmplnt_apr",""
"110503",""
"110514",""
"110503",""
"110503","北京市,丰台区,王佐镇,庄户村"
"240403","酒仙桥路11号院营业厅"
"11010402",""
"110514","北京,北京"
"110503",""
"110514","北京,西单电信营业厅,北京省,北京,西单营业厅"
"240402","通州"
"11010206","华信通金三角购物商城合作厅"
"110503",""
"11010402",""
"12010401","西单,北京"
"24010102",""
"110503",""
"240402","朝阳区,立水桥专区"
"110504",""
"210202",""
"210101",""
"11010203",""
"11010402","杨闸环岛营业厅"
"11010402","杨闸环岛营业厅"
"110514","北京"
"110514","北京"
"12010301","北京"
"11010101",""
"11010101",""
"SDZ030208",""
"240401","莲花桥营业厅"
"11010214","石景山当代商城,石景山当代商城"
"12010301","丰台区,西马小区,大红门西路35号院3号楼1单元201,北京,北京市,丰台区\角门南路3号,西马小区3号楼1单元\"
"12030402",""
"130602",""
"24010103",""
"11010402","北京"
"110504","河北,河北省"
"11010101",""
"110502",""
"SDZ030208",""
"24010203","北京市"
"11010101",""
"11010203",""
"110503",""
"11010103",""
"11020502",""
"11010203",""
"24010102","北京"
"2304",""
"110503","北京"
"11010102","大兴区,北京市经济技术开发区,永昌北路3号"
"11010101",""
"11010101","大连市,大连市,北市汽车城ａ区,华北路站c口,华北路站b口"
"110514","北京,北京"
"11010206",""
"11010105","北京市,大兴区,北京市"
"11020101",""
"1802010104",""
"110503",""
"110503",""
"240402",""
"110503",""
"11010206","北京"
"110514","北京"
"16040101",""
"11010206",""
"11010101",""
"11010206",""
"11010101","美国"
"110503",""
"11010101",""
"11010105","北京市,昌平区"
"11010101","北京市,朝阳区,百子湾路百子园后现代城b区5号楼,后现代城b区5号楼"
"11010402",""
"11010203",""
"110514","北京"
"110514","北京,北京,北五环"
"11010101","北京市,朝阳区,高碑店印象里文创园c103"
"11010103",""
"11010206",""
"11020101","西城区,万博商厦"
"240402","畅捷东方安乐林路东口合作厅"
"240402","畅捷东方安乐林路东口,作厅"
"110503",""
"110504",""
"11010402",""
"11010206",""
"110503",""
"110503","北京"
"110503","北京"
"11010402","北京市"
"11010402",""
"11010402",""
"110503","北京"
"24020101","北京市,朝阳区,十八里店乡,小武基左安门外1号,朝龙小武基不锈钢市场c区20号"
"12010401","文慧园21号楼小区"
"110503",""
"11010101",""
"11010402",""
"110503",""
"24010202",""
"11010103",""
"240402",""
"110514","北京"
"2104","北京"
"210101",""
"SDZ030208",""
"160101","北京市,通州区,九棵树营业厅"
"11010101",""
"24010203",""
"110504",""
"11020101",""
"11010104",""
"11010401",""
"1802080201","网厅商城营业厅"
"110503",""
"110503",""
"11010106",""
"11010102",""
"110503",""
"110503",""
"110505",""
"110503","北京"
"11010402","北京"
"240403","朝阳北路营业厅"
"11010203",""
"11010402",""
"11010402","北京"
"11010101",""
"SDZ030208","北京"
"SDZ030208",""
"110503","东骧,神骏,房山,向阳北路合作厅"
"1802010103",""
"11010108","北京,河北,邢台市,桥西区,王家营村,北京,河北,邢台市,桥西区,王家营村"
"1802010102","北京"
"110503","西单营业厅,西单营业厅"
"11030301","梅州,北京市"
"110514","北京,66"
"110503",""
"240401","官园营业厅,官园营业厅"
"110503","乡营业厅"
"110503",""
"11010101",""
"110514","北京"
"11010203","北京"
"110503","北京,昌平区,昌平区"
"11010203","北京"
"110514","北京,昌平区,天通苑东三区营业厅,昌平区,天通苑东三区营业厅"
"240402","北京,昌平区,天通苑东三区营业厅,昌平区,天通苑东三区营业厅"
"240602","北京,昌平区,天通苑东三区营业厅,昌平区,天通苑东三区营业厅"
"240402","北京,昌平区,天通苑东三区营业厅,昌平区,天通苑东三区营业厅"
"11010201",""
"110504",""
"110503",""
"110503",""
"110503",""
"110504",""
"110503",""
"11010101","北京,北京市,西城区"
"11010203",""
"11010101","北京,房山,顺义"
"110514",""
"110514",""
"110503","北京"
"110514","北京市"
"110504",""
"110503",""
"110503",""
"11010101",""
"110503",""
"12010401",""
"110503",""
"11010101","西三旗育新花园"
"12010601","北京,北京市,朝阳区,曙光西里甲1号,第三置业大厦"
"12010202","北京,北京市,朝阳区,曙光西里甲1号\,第三置业大厦"
"24010203",""
"110514","北京市,北京"
"110504",""
"19","北京,北京市,西城区,西单电信营业厅"
"110503","北京"
"11010206",""
"12010101",""
"12010301","北京市"
"110508",""
"110508",""
"110504",""
"110514","北京,江苏,扬州"
"1713",""
"11060101",""
"110503",""
"11010201",""
"110503",""
"SDZ030208",""
"11010101","北京市,朝阳区,道家园小区11号楼"
"24010203",""
"11010101","香山南路,红旗村"
"11010103",""
"110503","北京"
"11010402",""
"110503",""
"210101",""
"110508",""
"11010402","厦门"
"11010206","北京,北京"
"110503",""
"11010101",""
"240402","静安营业厅"
"24020102",""
"110514","北京市"
"110503","北京,张家口,北京"
"2104","北京"
"11010101","北京,房山区,良乡镇,凯旋大街50号"
"110503","北京"
"110503","北京"
"110503","北京"
"11010101",""
"11010402",""
"11020502",""
"11010402","北京市"
"11010101",""
"11010402","北京"
"210101",""
"110504",""
"11010402","北京"
"110504",""
"110503","航天桥营业厅"
"200201",""
"1802080203",""
"240404","莲花桥营业厅"
"130603","怀柔南大街营业厅"
"11010402",""
"240602",""
"210101",""
"110503",""
"11010206",""
"11010101",""
"11030201",""
"210101",""
"110503",""
"110503",""
"110503",""
"11010203",""
"11010204",""
"24010201","北京市,北京10000号"
"11010402",""
"12010402","北京"
"1802080201",""
"11020101","北京,北京市,房山区,良乡金光路3号"
"SDZ030208","朝阳高碑店北花园专区,北京市"
"12010401","北京,北京市,通州区,城关镇,玉桥北里17号楼7单元"
"12010401",""
"2104","北京,四川省"
"110503","地铁十号线"
"110503",""
"110503","北京"
"11020101",""
"240402",""
"11010102","顺义区,北小营镇,大胡营村,胡家胡同7号"
"110503","北京"
"110503","朝阳东坝南二街合作厅"
"2104","北京,湖北,武汉"
"11010206","北京"
"110514",""
"110514","北京"
"130602","北京市,北京市,丰台区,近园路老年活动中心"
"110503","大兴,佟前路,路北专区"
"110503",""
"110503",""
"110503",""
"110503",""
"160102",""
"110503","83,北京市"
"110514","苏州营业厅,北京,江苏"
"110505",""
"110503",""
"11060102",""
"110503",""
"11030101","大兴区,西红门镇,京良路8-9号,京良路"
"110405",""
"110514",""
"11010203","北京"
"210101",""
"12030404",""
"11020103","北京市,丰台区警备东路2号层"
"240402","爱科海讯新发地商业街合作厅"
"11010101",""
"110503",""
"11010206",""
"240502",""
"240402",""
"110503",""
"240402",""
"11010103",""
"11020107","沈阳,铁西区,新民屯镇,土鼓村,北京"
"11020105","沈阳,铁西区,新民屯镇,土鼓村"
"2103",""
"11010102","北京"
"110508",""
"110503",""
"110503",""
"240602",""
"240402",""
"110503","北京市"
"110514","北京"
"11010101",""
"110503",""
"110503",""
"240402",""
"110503",""
"110503",""
"110503","北京"
"110504","北京"
"11010101",""
"11010101","北京,北京,燕郊营业厅,北京"
"110503","北京市"
"11030101",""
"240404","北京,北京市,朝阳区,立水桥"
"11010101",""
"11010402","北京"
"11010202",""
"110503",""
"110504",""
"110503","北京移动端旗舰店"
"110503",""
"12010402",""
"11010101",""
"24010203","北京,北京"
"110504",""
"110503",""
"24010203",""
"24010203",""
"SDZ030208",""
"11010101",""
"240402","杏石口,南平庄合作厅"
"11010402","北京"
"110503",""
"110503",""
"11010101",""
"24020102",""
"110503",""
"11020502","陕西"
"11010101","运城市,平陆县,平陆县,傅岩路南２巷,虞国新天地西门(,平陆),虞国新天地北门(,平陆),虞国新天地(,平陆),运城市,平陆县,平陆县,太阳路南段,新康国际购物广场(,平陆)"
"11010105","北京市,朝阳区,朝阳区"
"240402",""
"24010202","北京"
"240402","中国电信北京公司大中中塔专项合作营业厅"
"110504","北京"
"110504","河北省,保定市,涞水县,万荣城市华庭a2-3-1103"
"110503","河北省,保定市,涞水县,万荣城市华庭a2-3-1103"
"11010203","河北省,保定市,涞水县,万荣城市华庭a2-3-1103"
"110503","河北省,保定市,涞水县,万荣城市华庭a2-3-1103"
"11050102",""
"11010402","北京市"
"240602",""
"110503",""
"11010101",""
"110503","北京"
"110503",""
"11010101","大兴区,旧宫镇康乐园小区6号楼2单"
"110503",""
"19","北京"
"110503",""
"110514","北京"
"11050102",""
"12010401",""
"SDZ030208","津冀,河北"
"11010101","北京,顺义区,新世界一层"
"1801020102",""
"1802010104",""
"110503",""
"110503","金宝坊百子湾路合作厅"
"11010101",""
"110514","北京,北京,北京,北京,北京,北京"
"110503","北京"
"11010101",""
"110503","北京"
"11010101",""
"11010206",""
"110503","北京"
"110503",""
"11010101",""
"11010101",""
"11050102",""
"210101",""
"110503","北京,北京"
"11010103",""
"11010101",""
"110503",""
"110503",""
"110503",""
"110503","北京"
"110503","北京"
"110503","北京"
"110503","北京市"
"110503",""
"240402","丰台,槐房西路合作厅"
"110514","北京"
"24010202","北京"
"110503",""
"11010402",""
"11010203",""
"11010101","上海市,闵行区,闵行区,庙桥港桥,庙桥港桥"
"11010101",""
"110503",""
"110503",""
"110504",""
"11010402","北京,河北省,张家口市,宣化区"
"110503",""
"210101",""
"11010101",""
"11010101",""
"11010102","北京,深圳"
"110702","深圳市,南山区,蛇口湾厦花园城"
"110503","北京"
"11010214",""
"110504",""
"11010101","北京市,门头沟区,王平镇,东王平新村"
"110503","北京,宋家庄营业厅,朝阳区"
"110504","北京,朝阳区"
"110504","北京,朝阳区"
"SDZ030208",""
"110514",""
"110503",""
"110514","北京"
"240604","重庆市,渝中区,北京市,北京市"
"240402",""
"110514","北京市"
"11010103","北京"
"110503",""
"210101",""
"110503",""
"11010402","北京"
"110503","北京"
"110503",""
"24010202","北京"
"240402","易联讯达李桥半壁店合作厅"
"110504",""
"110514",""
"240402",""
"11010206",""
"210101",""
"11010203",""
"11030301","北京"
"210101",""
"11010402","北京"
"110504",""
"110503",""
"110503","北京"
"240402",""
"110514","北京市"
"110503",""
"110503",""
"110510",""
"110510","北京"
"110503",""
"110503",""
"110503",""
"110503",""
"11020103",""
"110503",""
"110503",""
"11020103",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"110503",""
"11010207",""
"110503","北京市"
"110504",""
"1802080204",""
"110514","北京"
"240402",""
"SDZ030208","金宝坊乐家购物中心合作厅"
"11010101","北京,北京"
"240402",""
"110105","重庆营业厅,北京,北京,重庆,北京"
"SDZ030208",""
"110503","北京"
"240402",""
"11050102",""
"11010402","厦门"
"19","北京"
"11010101",""
"110503","北京"
"11010101",""
"240402","华信通马会星座小区合作厅"
"110503",""
"11010203",""
"11050102",""
"240402",""
"11010101",""
"110503",""
"240402","大山子北里"
"11010101","北京"
"SDZ030208",""
"240402","易联讯达东辛店二店合作厅"
"240402",""
"110514","北京"
"110503",""
"110503","四合作厅,星球通乐购欢乐谷店合作厅"
"110514","北京"
"110514",""
"240402",""
"240402","金信通朝阳老君堂银行东路合作厅"
"240402","金利盛通朝阳周庄嘉园一店"
"11010203",""
"240402",""
"240402",""
"240402",""
"110503",""
"110503","丰台草桥集贸专区"
"240402","易联讯达西铁营万达商场一店专区,易联讯达西"
"240402","古城营业厅,古城营业厅"
"210101","北京"
"110514",""
"110503","北京"
"110514",""
"110503","北京"
"210101",""
"11010402","北京,长沙,北京"
"110503",""
"240402",""
"210101",""
"110503",""
"110503",""
"110503",""
"110503",""
"11010101","门头沟镇,王平镇,王平村"
"11010101","北京,门头沟区,王平镇,王平村"
"11010402","北京,北京"
"110503","北京,北京"
"11010402","北京,北京"
"11010402","北京,北京"
"110503","北京,山东,青岛"
"110514","北京,河南省,南阳市,南阳"
"2104","北京,北京,北京,北京,北京"
"11040101","北京"
"110503","北京,河南,信阳,北京,j,信阳"
"110503",""
"110504","北京,天猫,天猫,天猫"
"11020101","北京市,昌平区,北七家镇,平西王府村"
"11010102",""
"110503","北京"
"240402","东区"
"11010211",""
"11010101",""
"11040101",""
"11010103",""
"240402","郎辛庄合作厅"
"SDZ030208","北京市,房山区,长虹小区"
"110503","北京"
"110514","北京"
"SDZ030208",""
"210101","北京"
"110514","北京"
"1802080203",""
"12010404","北京"
"1802020401","北京"
"12010206","北京"
"110503",""
"130602","北京,北京"
"110503",""
"110504",""
"11020101",""
"11020101",""
"110503","北方国讯东城,崇文门西大街合作厅"
"110503",""
"SDZ030208",""
"11010206",""
"11010206",""
"11040101","北京"
"110503",""
"1802030302","北京市"
"11010101",""
"210101","北京"
"110503",""
"1801010102",""
"1802080203",""
"1802080203",""
"1801020301","北京"
"240402",""
"12010102",""
"110504","北京市"
"240402","杏石口,南平庄合作厅"
"2301","湖南,长沙,北京,湖北"
"110503",""
"110503",""
"110514","北京市"
"110503",""
"110514",""
"110514","北京"
"1801020401",""
"110504",""
"11030101","北京,北京市,海淀区,公主坟凯德茂商场"
"11010201",""
"240402","东大桥营业厅,朝阳区工人体育场东路18号,百富国际大厦商业裙房一层西厅"
"11010402",""
"110503","朝阳区,大山子北里21号楼4单元"
"110503","朝阳区,大山子北里21号楼4单元"
"110503","大山子北里小区,北京市,朝阳区,大山子北里21号楼4单元小区"
"11010103",""
"11010402","北京"
"240402",""
"110504",""
"11010203","苏宁,马家堡东路专项厅,苏宁"
"11010203","苏宁,苏宁"
"1801080206",""
"SDZ030208",""
"110503","北京"
"210101",""
"11020101",""
"110503",""
"11010101","朝阳区,甜水园北里6号楼"
"11010101","东三环,水碓子东街甜水园"
"11010302",""
"110503",""
"1801020301",""
"19","北京"
"110503",""
"110503",""
"110503",""
"110503",""
"110504",""
"11010203",""
"SDZ030208","亚运村图书大厦合作厅"
"240602",""
"110504","北京市"
"210101",""
"110514","北京,北京,北京"
"11010101",""
"110514","北京,北京"
"110503",""
"110514","北京,北京"
"11030201","北京"
"11010206",""
"11030301","北京"
"SDZ030208","北京,北京"
"17100203",""
"110503",""
"240402","畅捷东方新街口南合作厅"
"11010203",""
"240402",""
"11010101","北京,北京市,昌平区,北七家镇"
"240402",""
"SDZ030208",""
"11030201",""
"SDZ030208",""
"210101",""
"11010206","北京"
"11020101","北京,房山区,远洋新仕界小区"
"11060201","苏宁"
"11010203",""
"240402",""
"2104","东大桥营业厅"
"110503",""
"11010101",""
"110503",""
"110503",""
"240402","方庄营业厅营业厅,丰台区,方庄芳城园一区16号楼"
"11010203","商城营业厅"
"1802080201",""
"240402","海淀什坊院公交站"
"240402","春蕾科技海淀什坊院公交站专区,海淀什坊院公交站专区"
"11010206",""
"110503",""
"24020102",""
"110503",""
"12010401","北京,北京市,顺义区,北小营镇\\,永利家园13号楼4单元\"
"11010203","北京"
"110503",""
"240402","易联讯达李桥半壁店合作厅"
"11020502","天津"
"11010103",""
"110503",""
"110504",""
"110503",""
"11010207",""
"110514","北京市"
"240402",""
"11010206","北京"
"110503","北京"
"12010205","珠江四季悦城"
"11010402","北京"
"240402","太海路北七家南合作厅"
"11010203",""
"SDZ030208","北京,通州"
"SDZ030208","星球通乐购欢乐谷店合作厅"
"11010101","北京,朝阳区,红军营南路瑞普大厦c座"
"110503",""
"240402","朝阳高碑店北花园专区"
"SDZ030208","北京"
"110503","北京"
"110503",""
"SDZ030208",""
"110503",""
"110503",""
"11010101","北京,北京市,海淀区,北旺东路10号院新兴产业联盟大厦"
"110503",""
"240402",""
"110503","亿派创新新顺南大街合作厅"
"SDZ030208",""
"110504","北京,大红门西路,银泰商场"
"110503","北京,大红门西路,银泰商场"
"110514","吉富通达天通苑,白坊路合作厅"
"11010402",""
"240402","昌平黄平路合作厅"
"110503","宋家庄营业厅"
"110503",""
"SDZ030208","平房专区,北京,东区"
"SDZ030208","平房专区,北京,东区"
"110503",""
"110514","北京"
"110503",""
"11020103","北京,大兴区,颐和庄地铁站"
"11010101","大兴,岳各庄地铁站"
"11050101",""
"110503","昌平"
"110503","北京"
"11010206","北京市"
"240402","春蕾科技海淀什坊院公交站"
"11010203","北京星球通方恒购物中心"
"110504",""
"110503","北京"
"11010214","北京"
"240402","爱科马甸营业厅"
"11020101",""
"110503","保定,北京"
"11010206",""
"240404",""
"11020101",""
"110503","北京"
"11010402",""
"11010101",""
"110503",""
"11010101",""
"110514","北京"
"110503",""
"110503",""
"11010101",""
"110503","北京,北京,北京"
"11010402","北京市"
"110702","北京"
"110514","电渠,电渠"
"24010202","北京"
"110514","电渠,电渠"
"11010203","北京"
"110503","北京,廊坊,北京"
"240402","延庆东大街合作厅"
"240402","海淀北"
"110508","北京市"
"110504",""
"110503","北京"
"19","北京"
"110503",""
"SDZ030208",""
"240402","北京"
"12010402","昌平区,北清创意园3-4号楼307室"
"SDZ030208","木[UNK]园桥营业"
"11050102",""
"11010106",""
"11010101","山东省,陵县,宋家镇,张集村,北京市,丰台区,公益西桥"
"110504",""
"11010214","吉祥格,海淀,香山买卖街专区,吉祥格,海淀香山买卖街专区"
"11010102","兴华大街"
"11010102","北京,邯郸,肥乡,东漳堡乡,稷善村,北京,北京"
"11010102","北京,邯郸,肥乡,东漳堡乡,稷善村,北京"
"110503",""
"240402","新世纪硅谷五道口,华联专区,新世纪硅谷五道"
"11020101",""
"11010207",""
"110503",""
"110514","北京"
"110503","北京"
"11010402",""
"110514","北京,北京,大兴,黄村"
"19","北京"
"12010601",""
"11010207",""
"210201","北京"
"11010101",""
"24010102","北京"
"110503",""
"110503",""
"11010214","密云,云柏商城专区"
"SDZ030208",""
"11010402","北京"
"11010402",""
"110503",""
"110514",""
"110503",""
"110503",""
"110503",""
"110508",""
"110504",""
"11010203",""
"110503","北京"
"24020103",""
"11010101","北京,17,朝阳区,光华路8号院中海广场"
"220102","北京"
"240402",""
"240402",""
"SDZ030208","静安营业厅,静安营业厅,静安营业厅"
"11010101",""
"11010101",""
"110503","中国电信网上营业厅,中华人民共和国"
"110503","中国电信网上营业厅,中华人民共和国"
"110506",""
"110503",""
"110503",""
"11010101",""
"11060101",""
"11010206",""
"11010102","北京市"
"110514",""
"110503","北京"
"110514","北京"
"11010402","北京市"
"11020101","北京市"
"11010102","北京,海淀区,中央民族大学4号学生公寓"
"11010102","北京,海淀区中央民族大学4号学生公寓"
"11010101",""
"110503",""
"110503","北京"
"11010101",""
"11010101",""
"11010101","北京,北京市"
"11020101","北京,北京,朝阳区,祁家豁子家乐福商城"
"11050101",""
"110503","北京"
"110803","北京,非洲,赞比亚"
"SDZ030208","北京"
"2104","北京"
"110503","北京市"
"240602",""
"110503",""
"110514","北京市,835"
"2305",""
"110503",""
"11010402","北京"
"110503",""
"110503",""
"24010102",""
"110503","北京"
"130602",""
"110503",""
"240402","畅捷东方育新街合作厅"
"240402",""
"240402",""
"110503",""
"240602",""
"11010101",""
"11010101",""
"110503","北京"
"240602","北京,华为专卖店"
"240602",""
"110505",""
"110503","北京,丰台区,国润商务大厦"
"110503","北京,丰台区,国润商务大厦"
"240402",""
"110503",""
"11010102","北京,北京市,朝阳区,北苑润泽公馆"
"11010101",""
"11010105","北京市,市门头沟区"
"110503","北京"
"11010102",""
"20020301",""
"240401",""
"160101","北京市"
"110503","北京"
"24010203","北京"
"24010203","北京"
"110514","北京"
"110503",""
"1801080206",""
"11010402","北京"
"SDZ030208",""
"240402","通州,小周易中街"
"11010402","北京"
"11010101",""
"11010105","北京市,东城区"
"11010101","北京市,朝阳区,金盏西村320号层"
"11010204",""
"130805",""
"110503","北京"
"240402",""
"24010201","北京"
"11010101",""
"11010101",""
"12010103","土桥营业厅,北京,北京市,通州区,梨园镇砖厂北里105,金隅花石匠\,通和园105号楼1单元\"
"12010601","土桥营业厅,北京,北京市,通州区,梨园镇砖厂北里105,金隅花石匠\,通和园105号楼1单元\"
"110505",""
"110504",""
"SDZ030208",""
"110503","北京市"
"11010103",""
"110503",""
"110503",""
"210201",""
"110503","北京营业厅"
"210101","北京营业厅"
"240402","东大桥营业厅,朝阳区工人体育场东路18号,百富国际大厦商业裙房一层西厅"
"11010402",""
"110503","北京市,丰台区,大成路8号"
"110503",""
"2104",""
"110405","北京"
"11010101",""
"110503",""
"110503",""
"11010214",""
"SDZ030208",""
"110503",""
"17030103",""
"110504","北京市"
"110504","北京市"
"110508","北京市"
"11010203","北京市"
"11010203",""
"110503","北京"
"110503","北京市"
"110504","北京市"
"240402","北京,江苏"
"240402","北京,江苏"
"11010101",""
"110503","北京,天津,河东区"
"11010402","北京市"
"110503",""
"11010103",""
"11010402",""
"11010102","北京,河南省,新乡市,红旗区,东明路,新翠大道"
"SDZ030208",""
"11010101",""
"110503",""
"110507","北京市"
"110506","北京市"
"110503",""
"240402","北京市,昌平区,回龙观电信营业厅"
"12010404",""
"110503",""
"110503","通州区,果园大街"
"24010102","北京"
"110503",""
"11010402",""
"11010206",""
"24020102",""
"11010101","北京市,朝阳区,广营善各庄"
"11020101","北京市"
"110514",""
"11010203",""
"110503","北京"
"240404","北京,北京市,大兴区,西红门"
"240404","北京,北京市,大兴区,西红门"
"240404","北京,北京市,大兴区,西红门"
"11010105","北京市,朝阳区"
"11030206",""
"11010402","北京市"
"11010401",""
"11010101",""
"11010101",""
"11010101",""
"11010402",""
"12020607","北京市,海淀区,万柳亿城中心c2座,万柳亿城中心,万柳亿城中心"
"SDZ030208",""
"110503","北京"
"110514","北京"
"2104","五号,北京"
"11010103",""
"11020701",""
"110503",""
"240402",""
"11010101","延庆北顺城街专区"
"240402",""
"11010402",""
"240403",""
"110503",""
"11010402","北京,河北省,邢台市,桥西区"
"SDZ030208",""
"240504",""
"11010101",""
"110514",""
"240403",""
"24020103",""
"110514","北京市"
"12010601",""
"11010103","北京市"
"210101","顺义,新顺大街营业厅"
"11010101",""
"11010101","海淀,中关村,专区"
"11010101",""
"210201","北京"
"11010101","北京,丰台区,南三环西路85号甲-1"
"11010402","北京省,北京市"
"11010402","北京省,北京市"
"12010401","北京"
"11010402","北京市"
"11010402",""
"11010101",""
"240604","北京"
"12030106","北京市,西城区,西单北大街133号,君太百货四层,便北"
"11020103","北京"
"240602","西城区,菜市口南大街营业厅,b07649),菜市口营业厅"
"1802080204","网厅商城营业厅"
"1802030301","北京市"
"110503",""
"110503",""
"12010101","中奥嘉园二期g区1号楼1单元1206"
"12010401","北京市,丰台区,长辛店街道,连兴接1号苑中奥家园2期1号楼1单元802室"
"11010101",""
"11010101","北京,黑龙江省,绥化市,兰西县,五方天雅和时代新城"
"110503","北京"
"240402","北京"
"2104","北京市"
"11010103","朝阳区,高和蓝峰大厦"
"11010402","海淀区,田村广场"
"240502",""
"220102","芍药居36号楼,两怡阁"
"11020101","北京市"
"110503",""
"11010402",""
"11010402",""
"11010402",""
"17030101",""
"11010101","顺义区,大孙各庄镇,大坝洼庄"
"11010103","北京二环"
"11010101",""
"110702",""
"11010101",""
"11010206",""
"110503","上地西路营业厅"
"11010101","北京市,东城区,豆腐池胡同23号,宏恩观"
"2103","光联工业园"
"11010103",""
"11010101",""
"11020101",""
"110503","北京"
"170205",""
"170205",""
"110807",""
"11020101",""
"240402","华龙苑中里西门合作厅"
"110503",""
"11050102",""
"110503",""
"11010206",""
"110503",""
"11010103",""
"11010101",""
"11010103",""
"11010103",""
"11010103",""
"SDZ030208",""
"11010102","首都机t2航站楼"
"24010102","北京,江苏,南京,鼓楼,北京,江苏,江苏,江苏,北京,北京"
"110503",""
"110503",""
"11060204",""
"11010101","北京,朝阳区,双合家园"
"SDZ030208",""
"110503",""
"110507",""
"110503",""
"110503",""
"24010202","北京,朝阳区"
"11010206",""
"110503",""
"11010105",""
"SDZ030208","黑龙江"
"11010402","北京"
"110503","西城区,百万庄2号院"
"110514","北京"
"19","北京"
"110514","北京市"
"240402",""
"110503","北京"
"240402",""
"11010101",""
"240402",""
"12010101",""
"130204",""
"240402",""
"110503",""
"11010203",""
"11020101",""
"110503","北京,北京"
"240402",""
"110503",""
"110503",""
"210101","亚运村营业厅"
"11010203",""
"11010206",""
"240502",""
"1802080201",""
"2104",""
"110505",""
"1802080203",""
"110514",""
"110503","北京"
"11010101",""
"110503",""
"110503","北京"
"1801020103","北京"
"11010103","厦门"
"110514","北京"
"1801020402","北京"
"110503","北京,北京"
"110514","北京"
"11010101",""
"12010404",""
"12010502",""
"130201",""
"12010502",""
"11010402",""
"12010204",""
"12010202",""
"130204",""
"12030405",""
"130505",""
"130505",""
"12030405",""
"24020202",""
"130108",""
"130107",""
"12010203","昌平,龙山华府,奥运洋桥"
"110514","回龙观,奥运洋桥ngn,北京市"
"130101","北坞嘉-,奥运洋桥"
"130304","方和正圆工业区,奥运洋桥"
"130502","北京"
"24020102","亚运村营业厅"
"130501",""
"130101",""
"12010402",""
"130201",""
"12010103","奥运洋桥公共号池-,北太"
"130105","望京中心"
"130501",""
"130608",""
"130501","平乐园营业厅"
"240402","西单营业厅"
"12040202",""
"130206",""
"130608",""
"130608",""
"130608",""
"130504","庄胜广场"
"12010201","东四）,太平庄(ngn)"
"12010205",""
"12040102",""
"12010301",""
"24020102",""
"12040105",""
"12010301",""
"12030401","华彩商场"
"12010402",""
"12010101","万绿园小区,奥运洋桥"
"12010202","张仪村,奥运洋桥"
"12010202","张仪村,奥运洋桥"
"12010401","新康园,安宁佳园,永泰园,于辛新村,北辰机械厂宿舍,朱辛庄新区,天龙苑,奥运洋桥b23148831"
"12010105","北京,北京市,通州区,永顺镇\\,帅府园二期7号楼1单元\"
"12030301","首开,国风美仑-,奥运洋桥"
"12010301","通州万达广场,东区,奥运洋桥"
"130608",""
"12010302","润枫领尚6号楼1单元801"
"12010202",""
"12010401",""
"12010402","福润四季小区-,奥运洋桥"
"12010205","西山国际城,奥运洋桥"
"12040202","通州区,马驹桥,富力尚悦居a03-2-702"
"12020302","凤凰城,凤凰汇商场"
"12010202","昌平世界城二期,奥运洋桥,北清路营业厅"
"12010401",""
"12010602","奥运洋桥ngn,3322775"
"12010602","网小区,泛宇星空),北辰绿色家园媒体村,奥林匹克花园,国美第一城,奥运洋桥ngn"
"12040202","北京"
"12010101","n"
"12010401","北京新天地,北京"
"12010401","环讯易程,珠江摩尔国际中心,奥运洋桥"
"12040203",""
"12010601","西环广场,北京,敏鸥雅诗日用品店"
"130608",""
"130204","奥运洋桥,北京,北京市,密云西,田各庄铁西路,华远澜悅6号楼4单元"
"12010303",""
"12010402",""
"12010601","奥运洋桥"
"12010302",""
"12010602","北京新天地"
"12010102","奥运洋桥"
"11010403","丰台区,万兴路4号院"
"12040203","康城综合楼"
"12010206","房山共用号池,大学城2号地,西潞园小区,文慧家园二期,世茂维拉,中粮万科五号地,中粮万科五号地,首开安晟家园,中国原子,奥运洋桥"
"12010202","房山共用号池,大学城2号地,西潞园小区,文慧家园二期,世茂维拉,中粮万科五号地,中粮万科五号地,奥运洋桥"
"12030401","胜古家园,金星园,uhn国际村,季景沁园,水星园,东湖湾西区,奥运洋桥"
"12010101",""
"12010601","北太"
"12010102","北京市,朝阳区,江南山水36栋7单元,西藏"
"12010601",""
"12010401","北京市,朝阳区,金星园10号楼"
"12010301","北京市,朝阳区,金星园10号楼"
"12010202","中鑫嘉园二期,61081部队住宅小区,都景苑,八家嘉苑小区,奥运洋桥ngn,中关村营业厅"
"12010206","中关村营业厅"
"12010202","欧陆经典凯旋城"
"12010202","欧陆经典凯旋城"
"12010203",""
"240402",""
"12010202","吴家场"
"12010401","嘉华益民,康泉小区,广华新城,东亚印象,台湖,东亚尚品,台湖,奥运洋桥"
"12010206",""
"240402","城建徜徉集小区-,奥运洋桥ngn"
"24010102",""
"12010103",""
"24010201","头西里"
"12010304","西单"
"12030405",""
"12010401","西单"
"12010301",""
"12010101","上地北"
"12010401",""
"12010206","国门商务区"
"12010401","丽景园,东四"
"12020202","北太"
"12010601","im,北太"
"12010601",""
"12010301",""
"24010203",""
"12010403","中粮万科五号,奥运洋桥"
"240402","联东,u谷中区"
"12010205","奥运洋桥,北京"
"12010601","小营西路30-32号院,北清路26号院,小营东路2号院,广泰小区,毛纺路58号院,奥运洋桥"
"12010401","劲松三区321号楼1单元"
"12040105",""
